id, Label , Coord 0, Coord 1, Coord 2, Coord 3, "TimeStamp",  "X",  "Y",  "Z"
36338, 36338, 19655, 6, 5, 5, 1965.500000, 0.612500, 0.517188, 0.504687
36339, 36339, 19655, 4, 6, 4, 1965.550000, 0.489063, 0.621875, 0.431250
36340, 36340, 19655, 7, 8, 5, 1965.550000, 0.701565, 0.815625, 0.546875
36341, 36341, 19655, 5, 6, 5, 1965.550000, 0.544531, 0.629687, 0.544533
36342, 36342, 19656, 5, 5, 4, 37.815232, 0.009924, 0.011188, 0.009229
36343, 36343, 19656, 5, 4, 5, 50.435363, 0.013868, 0.011750, 0.012907
36344, 36344, 19656, 5, 5, 5, 82.051321, 0.023232, 0.023281, 0.021207
36345, 36345, 19656, 5, 4, 4, 33.900778, 0.009804, 0.008431, 0.008516
36346, 36346, 19656, 6, 5, 4, 340.868651, 0.104683, 0.100589, 0.085201
36347, 36347, 19656, 6, 4, 4, 819.016667, 0.257097, 0.185482, 0.193685
36348, 36348, 19656, 6, 5, 5, 1965.600000, 0.604690, 0.556250, 0.540625
36349, 36349, 19656, 6, 6, 5, 1965.600000, 0.634375, 0.612500, 0.567190
36350, 36350, 19656, 6, 6, 4, 1965.600000, 0.623440, 0.696875, 0.492188
36351, 36351, 19656, 5, 6, 4, 819.016667, 0.231445, 0.266602, 0.196094
36352, 36352, 19656, 4, 5, 4, 1310.416667, 0.329948, 0.371615, 0.310938
36353, 36353, 19656, 6, 4, 5, 1965.650000, 0.642970, 0.459375, 0.528906
36354, 36354, 19657, 5, 5, 4, 41.843841, 0.011269, 0.010658, 0.010182
36355, 36355, 19657, 5, 4, 4, 33.902503, 0.009163, 0.008489, 0.008089
36356, 36356, 19657, 5, 5, 5, 59.624759, 0.017888, 0.017251, 0.017830
36357, 36357, 19657, 6, 5, 5, 1965.700000, 0.611720, 0.553126, 0.511719
36358, 36358, 19657, 5, 4, 5, 70.298612, 0.019278, 0.016413, 0.018060
36359, 36359, 19657, 5, 6, 5, 1310.466667, 0.355469, 0.426564, 0.358333
36360, 36360, 19657, 4, 5, 5, 1965.700000, 0.496875, 0.521875, 0.537500
36361, 36361, 19657, 5, 3, 5, 1965.700000, 0.553127, 0.367968, 0.517188
36362, 36362, 19657, 6, 4, 4, 420.451806, 0.134201, 0.097480, 0.092561
36363, 36363, 19657, 6, 6, 5, 1965.725000, 0.640625, 0.616407, 0.563283
36364, 36364, 19657, 6, 7, 4, 1965.700000, 0.634378, 0.715625, 0.448437
36365, 36365, 19657, 4, 5, 4, 1310.483333, 0.332031, 0.345573, 0.323437
36366, 36366, 19657, 6, 5, 4, 1965.750000, 0.648440, 0.520312, 0.446875
36367, 36367, 19657, 5, 6, 4, 556.962500, 0.154596, 0.183516, 0.131992
36368, 36368, 19657, 7, 4, 4, 1965.750000, 0.709375, 0.401560, 0.489063
36369, 36369, 19657, 6, 4, 5, 1965.750000, 0.625000, 0.440625, 0.512500
36370, 36370, 19658, 5, 5, 4, 47.976853, 0.014288, 0.013619, 0.011448
36371, 36371, 19658, 5, 5, 5, 41.845970, 0.011874, 0.011872, 0.010872
36372, 36372, 19658, 6, 5, 5, 420.473194, 0.133616, 0.122605, 0.114175
36373, 36373, 19658, 6, 4, 4, 1965.825000, 0.607813, 0.482031, 0.465625
36374, 36374, 19658, 5, 4, 4, 33.904227, 0.009028, 0.008240, 0.008302
36375, 36375, 19658, 5, 4, 5, 85.641733, 0.023360, 0.018847, 0.022890
36376, 36376, 19658, 6, 4, 6, 1965.800000, 0.600000, 0.448435, 0.625000
36377, 36377, 19658, 5, 3, 4, 1965.800000, 0.522656, 0.385938, 0.475781
36378, 36378, 19658, 4, 4, 4, 819.083333, 0.206901, 0.186263, 0.195963
36379, 36379, 19658, 5, 5, 6, 1965.800000, 0.596875, 0.595315, 0.609375
36380, 36380, 19658, 5, 6, 5, 1965.800000, 0.584375, 0.639065, 0.571875
36381, 36381, 19658, 5, 6, 4, 420.473194, 0.113004, 0.133509, 0.091081
36382, 36382, 19658, 6, 5, 4, 1310.566667, 0.409637, 0.358333, 0.319271
36383, 36383, 19658, 6, 6, 4, 1965.850000, 0.604690, 0.675000, 0.431250
36384, 36384, 19659, 4, 5, 4, 1965.900000, 0.496875, 0.551565, 0.462500
36385, 36385, 19659, 5, 5, 4, 35.756593, 0.009971, 0.009485, 0.008882
36386, 36386, 19659, 5, 5, 5, 61.498066, 0.018125, 0.017666, 0.016985
36387, 36387, 19659, 5, 4, 4, 35.117660, 0.009517, 0.008563, 0.007987
36388, 36388, 19659, 6, 4, 4, 1965.900000, 0.621095, 0.473437, 0.446875
36389, 36389, 19659, 5, 4, 5, 72.917156, 0.019715, 0.016626, 0.018619
36390, 36390, 19659, 4, 11, 6, 1965.900000, 0.445310, 1.125000, 0.623440
36391, 36391, 19659, 5, 3, 5, 1965.900000, 0.587500, 0.359375, 0.556250
36392, 36392, 19659, 6, 5, 5, 420.494167, 0.128487, 0.125651, 0.118622
36393, 36393, 19659, 6, 5, 4, 1965.900000, 0.650783, 0.507031, 0.459375
36394, 36394, 19659, 4, 4, 4, 1965.900000, 0.494531, 0.442967, 0.450780
36395, 36395, 19659, 6, 6, 5, 1965.950000, 0.625002, 0.634378, 0.564844
36396, 36396, 19659, 6, 6, 4, 1965.950000, 0.603908, 0.660157, 0.482031
36397, 36397, 19659, 5, 6, 4, 557.019167, 0.147656, 0.174936, 0.126223
36398, 36398, 19659, 4, 6, 4, 1965.950000, 0.496875, 0.629690, 0.465625
36399, 36399, 19659, 6, 4, 5, 1965.950000, 0.603125, 0.462500, 0.510938
36400, 36400, 19660, 4, 5, 4, 1966.000000, 0.493750, 0.557815, 0.456250
36401, 36401, 19660, 5, 5, 4, 45.747453, 0.011781, 0.013681, 0.009818
36402, 36402, 19660, 5, 5, 5, 54.655951, 0.016014, 0.013970, 0.014662
36403, 36403, 19660, 5, 4, 4, 33.907677, 0.009455, 0.008482, 0.008354
36404, 36404, 19660, 5, 4, 5, 67.878645, 0.018897, 0.014665, 0.018003
36405, 36405, 19660, 5, 6, 4, 420.516111, 0.115762, 0.136626, 0.096487
36406, 36406, 19660, 6, 5, 4, 1310.683333, 0.417448, 0.354948, 0.295833
36407, 36407, 19660, 6, 4, 4, 819.183333, 0.262110, 0.197982, 0.202799
36408, 36408, 19660, 5, 3, 5, 1966.000000, 0.571875, 0.390625, 0.523438
36409, 36409, 19660, 4, 4, 4, 340.937937, 0.086130, 0.079493, 0.078843
36410, 36410, 19660, 6, 6, 5, 1966.000000, 0.607815, 0.642190, 0.556250
36411, 36411, 19660, 5, 6, 5, 1966.000000, 0.578125, 0.635938, 0.514844
36412, 36412, 19660, 5, 3, 6, 1966.050000, 0.568750, 0.385935, 0.620315
36413, 36413, 19660, 6, 5, 5, 1966.050000, 0.600000, 0.532813, 0.573440
36414, 36414, 19660, 6, 6, 6, 1966.050000, 0.625000, 0.631250, 0.609375
36415, 36415, 19660, 6, 7, 5, 1966.050000, 0.637500, 0.706250, 0.564065
36416, 36416, 19660, 5, 7, 4, 1966.050000, 0.589065, 0.707815, 0.460938
36417, 36417, 19661, 4, 5, 4, 1966.100000, 0.487500, 0.528125, 0.434375
36418, 36418, 19661, 5, 4, 4, 37.110645, 0.010291, 0.009022, 0.008815
36419, 36419, 19661, 5, 5, 4, 43.714324, 0.012151, 0.012394, 0.011010
36420, 36420, 19661, 6, 4, 4, 819.220833, 0.258594, 0.187240, 0.202865
36421, 36421, 19661, 5, 4, 5, 61.504322, 0.016622, 0.014229, 0.015739
36422, 36422, 19661, 6, 4, 5, 1966.125000, 0.607032, 0.445312, 0.501563
36423, 36423, 19661, 5, 5, 5, 43.714324, 0.013055, 0.013209, 0.012216
36424, 36424, 19661, 6, 5, 4, 819.225000, 0.259375, 0.229232, 0.197005
36425, 36425, 19661, 5, 3, 4, 1966.100000, 0.584375, 0.378125, 0.498437
36426, 36426, 19661, 5, 2, 5, 1966.100000, 0.573440, 0.262500, 0.517188
36427, 36427, 19661, 5, 3, 5, 1966.100000, 0.553125, 0.340625, 0.579690
36428, 36428, 19661, 5, 6, 5, 1310.766667, 0.383855, 0.427605, 0.362240
36429, 36429, 19661, 5, 6, 4, 1310.766667, 0.365105, 0.410677, 0.323177
36430, 36430, 19661, 4, 4, 4, 1966.150000, 0.496875, 0.460938, 0.435935
36431, 36431, 19662, 5, 5, 4, 44.711158, 0.013348, 0.013179, 0.010948
36432, 36432, 19662, 5, 5, 5, 44.711158, 0.012357, 0.012890, 0.011411
36433, 36433, 19662, 6, 5, 4, 1310.816667, 0.404428, 0.363543, 0.329948
36434, 36434, 19662, 5, 4, 4, 31.218314, 0.008264, 0.007913, 0.007033
36435, 36435, 19662, 5, 9, 7, 1966.200000, 0.512500, 0.932815, 0.765625
36436, 36436, 19662, 5, 4, 3, 1966.200000, 0.573440, 0.400000, 0.364060
36437, 36437, 19662, 5, 4, 7, 1966.200000, 0.576565, 0.493750, 0.735940
36438, 36438, 19662, 5, 4, 6, 1966.200000, 0.532813, 0.409375, 0.621875
36439, 36439, 19662, 5, 3, 5, 1966.200000, 0.543750, 0.381250, 0.510938
36440, 36440, 19662, 5, 3, 4, 1966.200000, 0.537500, 0.372655, 0.462500
36441, 36441, 19662, 6, 4, 4, 557.103333, 0.176485, 0.131615, 0.130404
36442, 36442, 19662, 5, 4, 5, 109.596959, 0.030657, 0.024417, 0.029420
36443, 36443, 19662, 5, 6, 5, 1310.816667, 0.391146, 0.432033, 0.377865
36444, 36444, 19662, 5, 6, 4, 557.103333, 0.157839, 0.177852, 0.138802
36445, 36445, 19662, 5, 5, 6, 1966.250000, 0.523438, 0.540625, 0.614065
36446, 36446, 19662, 4, 4, 4, 1966.250000, 0.497656, 0.439060, 0.460156
36447, 36447, 19662, 6, 7, 5, 1966.250000, 0.612500, 0.739065, 0.521875
36448, 36448, 19663, 6, 5, 5, 1310.883333, 0.415886, 0.359375, 0.344271
36449, 36449, 19663, 5, 5, 5, 51.782938, 0.014185, 0.015111, 0.013540
36450, 36450, 19663, 5, 4, 4, 33.912851, 0.009052, 0.008033, 0.008567
36451, 36451, 19663, 4, 4, 4, 819.310417, 0.203711, 0.192383, 0.194987
36452, 36452, 19663, 6, 4, 4, 819.308333, 0.258594, 0.197135, 0.194792
36453, 36453, 19663, 5, 4, 5, 93.860384, 0.025741, 0.021181, 0.024634
36454, 36454, 19663, 5, 5, 6, 1966.300000, 0.546094, 0.577345, 0.666408
36455, 36455, 19663, 5, 3, 4, 1966.300000, 0.540626, 0.386718, 0.443749
36456, 36456, 19663, 5, 3, 3, 1966.300000, 0.539062, 0.379685, 0.359375
36457, 36457, 19663, 5, 5, 4, 45.754434, 0.011643, 0.012099, 0.011485
36458, 36458, 19663, 5, 6, 4, 288.417505, 0.085894, 0.090408, 0.071457
36459, 36459, 19663, 4, 6, 4, 1966.300000, 0.482031, 0.615625, 0.478125
36460, 36460, 19663, 4, 5, 4, 1966.300000, 0.482812, 0.559375, 0.481250
36461, 36461, 19663, 6, 5, 4, 1966.300000, 0.634375, 0.593750, 0.489063
36462, 36462, 19663, 7, 2, 5, 1966.300000, 0.782815, 0.265625, 0.554690
36463, 36463, 19663, 7, 1, 5, 1966.300000, 0.720315, 0.118750, 0.534375
36464, 36464, 19663, 5, 6, 5, 819.308333, 0.241341, 0.255730, 0.233269
36465, 36465, 19663, 4, 4, 3, 1966.350000, 0.482031, 0.428905, 0.379685
36466, 36466, 19664, 5, 4, 5, 57.888457, 0.016077, 0.012608, 0.014794
36467, 36467, 19664, 5, 4, 4, 34.509941, 0.009429, 0.008066, 0.008716
36468, 36468, 19664, 5, 3, 4, 1966.400000, 0.557813, 0.389062, 0.440623
36469, 36469, 19664, 5, 5, 4, 30.733408, 0.009225, 0.008572, 0.007618
36470, 36470, 19664, 5, 5, 5, 98.583472, 0.029686, 0.029528, 0.026039
36471, 36471, 19664, 6, 5, 4, 557.160000, 0.172787, 0.145703, 0.137018
36472, 36472, 19664, 6, 4, 4, 1966.425000, 0.602345, 0.480469, 0.445312
36473, 36473, 19664, 6, 6, 6, 1966.400000, 0.607815, 0.671875, 0.634375
36474, 36474, 19664, 5, 7, 6, 1966.400000, 0.595315, 0.709375, 0.626565
36475, 36475, 19664, 5, 6, 5, 1966.400000, 0.562500, 0.625000, 0.571875
36476, 36476, 19664, 5, 6, 4, 819.354167, 0.227083, 0.252995, 0.181445
36477, 36477, 19664, 6, 5, 3, 1966.450000, 0.628125, 0.521875, 0.396875
36478, 36478, 19664, 4, 4, 3, 1966.450000, 0.490625, 0.448435, 0.385935
36479, 36479, 19664, 4, 4, 4, 1966.450000, 0.493750, 0.470313, 0.437500
36480, 36480, 19664, 6, 5, 5, 1966.450000, 0.603125, 0.540626, 0.528906
36481, 36481, 19665, 5, 4, 4, 44.717980, 0.013240, 0.010545, 0.011080
36482, 36482, 19665, 5, 4, 5, 54.669851, 0.015261, 0.013471, 0.013988
36483, 36483, 19665, 5, 5, 4, 30.734970, 0.009177, 0.008671, 0.007736
36484, 36484, 19665, 5, 5, 5, 61.516835, 0.018571, 0.015776, 0.016075
36485, 36485, 19665, 5, 6, 4, 819.391667, 0.212891, 0.257814, 0.179166
36486, 36486, 19665, 6, 5, 4, 1966.525000, 0.609375, 0.522656, 0.477344
36487, 36487, 19665, 6, 4, 5, 819.391667, 0.252735, 0.186913, 0.210807
36488, 36488, 19665, 5, 4, 6, 1966.500000, 0.584375, 0.418750, 0.615625
36489, 36489, 19665, 6, 6, 5, 1966.525000, 0.603125, 0.616407, 0.580470
36490, 36490, 19665, 5, 6, 5, 1966.525000, 0.588283, 0.660157, 0.510156
36491, 36491, 19665, 5, 6, 3, 1966.500000, 0.542188, 0.681250, 0.393750
36492, 36492, 19665, 6, 5, 5, 1966.525000, 0.603125, 0.516406, 0.505469
36493, 36493, 19665, 4, 5, 4, 1966.550000, 0.487500, 0.576565, 0.457813
36494, 36494, 19665, 5, 5, 6, 1966.550000, 0.548438, 0.503125, 0.617190
36495, 36495, 19666, 5, 4, 6, 1966.600000, 0.548438, 0.475000, 0.620315
36496, 36496, 19666, 5, 4, 5, 85.676585, 0.023973, 0.021629, 0.021990
36497, 36497, 19666, 5, 5, 5, 53.192701, 0.014666, 0.013735, 0.013732
36498, 36498, 19666, 5, 5, 4, 36.432183, 0.010075, 0.009378, 0.009230
36499, 36499, 19666, 5, 4, 4, 28.100820, 0.007859, 0.007032, 0.007055
36500, 36500, 19666, 5, 6, 5, 819.429167, 0.240431, 0.262435, 0.219336
36501, 36501, 19666, 6, 4, 5, 1311.083333, 0.417970, 0.319010, 0.369010
36502, 36502, 19666, 6, 10, 6, 1966.650000, 0.628125, 1.040650, 0.618750
36503, 36503, 19666, 6, 5, 4, 1966.650000, 0.605470, 0.534376, 0.471875
36504, 36504, 19666, 6, 5, 5, 1966.650000, 0.607815, 0.526563, 0.507812
36505, 36505, 19667, 5, 5, 5, 38.578867, 0.011340, 0.010233, 0.010690
36506, 36506, 19667, 5, 4, 5, 85.680941, 0.023450, 0.019330, 0.022099
36507, 36507, 19667, 5, 4, 4, 29.806194, 0.008119, 0.007483, 0.007214
36508, 36508, 19667, 5, 5, 4, 72.946828, 0.021017, 0.019451, 0.017150
36509, 36509, 19667, 5, 6, 4, 819.458333, 0.228777, 0.261654, 0.191667
36510, 36510, 19667, 6, 5, 4, 819.458333, 0.254819, 0.226107, 0.200195
36511, 36511, 19667, 6, 4, 4, 1966.700000, 0.614065, 0.467187, 0.484375
36512, 36512, 19667, 5, 3, 4, 819.477083, 0.222526, 0.162500, 0.205013
36513, 36513, 19667, 6, 5, 5, 1311.150000, 0.415626, 0.376303, 0.353647
36514, 36514, 19667, 5, 3, 5, 1966.725000, 0.516406, 0.386717, 0.542189
36515, 36515, 19667, 4, 4, 3, 1966.700000, 0.484375, 0.437500, 0.393750
36516, 36516, 19667, 4, 4, 4, 819.477083, 0.205729, 0.192969, 0.199023
36517, 36517, 19667, 4, 4, 5, 1966.750000, 0.493750, 0.457813, 0.503125
36518, 36518, 19667, 6, 6, 5, 1966.750000, 0.664065, 0.626565, 0.585940
36519, 36519, 19667, 6, 6, 4, 1966.750000, 0.604690, 0.659375, 0.439060
36520, 36520, 19667, 5, 6, 2, 1966.750000, 0.537500, 0.650000, 0.282810
36521, 36521, 19667, 5, 6, 5, 1966.750000, 0.589065, 0.678125, 0.535937
36522, 36522, 19667, 5, 4, 6, 1966.750000, 0.562500, 0.439060, 0.615625
36523, 36523, 19668, 5, 5, 5, 44.724802, 0.012650, 0.011411, 0.011580
36524, 36524, 19668, 5, 5, 4, 40.156885, 0.011390, 0.010244, 0.010176
36525, 36525, 19668, 6, 5, 4, 819.512500, 0.261785, 0.216992, 0.190234
36526, 36526, 19668, 6, 4, 5, 1966.800000, 0.629690, 0.492188, 0.503125
36527, 36527, 19668, 6, 4, 4, 1966.825000, 0.625002, 0.471875, 0.479687
36528, 36528, 19668, 5, 4, 4, 31.227840, 0.008456, 0.007712, 0.007865
36529, 36529, 19668, 5, 4, 5, 75.765031, 0.019983, 0.016482, 0.019482
36530, 36530, 19668, 4, 4, 4, 1966.800000, 0.486719, 0.443749, 0.475781
36531, 36531, 19668, 5, 6, 5, 1311.216667, 0.387762, 0.420313, 0.347917
36532, 36532, 19668, 5, 6, 4, 1966.800000, 0.559375, 0.650000, 0.432810
36533, 36533, 19668, 5, 5, 6, 1966.800000, 0.543750, 0.557815, 0.621875
36534, 36534, 19669, 5, 4, 5, 82.105586, 0.022772, 0.016837, 0.021332
36535, 36535, 19669, 5, 4, 4, 29.809225, 0.007960, 0.006535, 0.007434
36536, 36536, 19669, 5, 5, 4, 26.230728, 0.007129, 0.006910, 0.005861
36537, 36537, 19669, 5, 5, 5, 72.954246, 0.020176, 0.021873, 0.019091
36538, 36538, 19669, 4, 5, 3, 1966.900000, 0.487500, 0.550000, 0.364060
36539, 36539, 19669, 4, 5, 4, 1966.900000, 0.495312, 0.520312, 0.428125
36540, 36540, 19669, 6, 5, 5, 1966.900000, 0.612500, 0.562500, 0.514062
36541, 36541, 19669, 5, 5, 6, 1966.900000, 0.528125, 0.551565, 0.620315
36542, 36542, 19670, 5, 4, 4, 41.871513, 0.011669, 0.010606, 0.010016
36543, 36543, 19670, 5, 5, 4, 31.231016, 0.009097, 0.008504, 0.007254
36544, 36544, 19670, 5, 4, 5, 93.893798, 0.024939, 0.023543, 0.024151
36545, 36545, 19670, 5, 5, 5, 39.357078, 0.011006, 0.010571, 0.010132
36546, 36546, 19670, 6, 4, 4, 819.602083, 0.252995, 0.193750, 0.200326
36547, 36547, 19670, 6, 5, 5, 1967.000000, 0.629690, 0.518750, 0.520312
36548, 36548, 19670, 6, 6, 5, 1967.000000, 0.631250, 0.648440, 0.507812
36549, 36549, 19670, 5, 6, 3, 1967.000000, 0.575000, 0.662500, 0.398435
36550, 36550, 19670, 6, 5, 4, 1967.050000, 0.614065, 0.516406, 0.459375
36551, 36551, 19670, 5, 6, 6, 1967.050000, 0.560940, 0.615625, 0.656250
36552, 36552, 19670, 5, 5, 6, 1967.050000, 0.539062, 0.598440, 0.662500
36553, 36553, 19670, 5, 3, 5, 1967.050000, 0.560157, 0.394530, 0.533594
36554, 36554, 19670, 4, 5, 4, 1967.050000, 0.496094, 0.512500, 0.442185
36555, 36555, 19671, 5, 5, 4, 32.257179, 0.009226, 0.008352, 0.008046
36556, 36556, 19671, 5, 4, 4, 33.351277, 0.009424, 0.007816, 0.008346
36557, 36557, 19671, 6, 4, 4, 1311.400000, 0.409637, 0.326563, 0.327865
36558, 36558, 19671, 5, 4, 5, 53.206224, 0.014832, 0.012346, 0.013838
36559, 36559, 19671, 5, 5, 5, 57.909064, 0.016103, 0.016023, 0.014813
36560, 36560, 19671, 6, 5, 4, 1967.150000, 0.600782, 0.531250, 0.473438
36561, 36561, 19672, 5, 4, 4, 24.905942, 0.006967, 0.006287, 0.006310
36562, 36562, 19672, 5, 5, 4, 35.140881, 0.009685, 0.009414, 0.008787
36563, 36563, 19672, 5, 5, 5, 54.689311, 0.015078, 0.014499, 0.013946
36564, 36564, 19672, 5, 4, 5, 98.623578, 0.027346, 0.023626, 0.025848
36565, 36565, 19672, 5, 6, 5, 1967.250000, 0.550000, 0.640627, 0.562501
36566, 36566, 19672, 4, 5, 4, 1967.250000, 0.493750, 0.545312, 0.485938
36567, 36567, 19672, 6, 4, 4, 1967.250000, 0.606250, 0.457813, 0.471875
36568, 36568, 19673, 5, 4, 5, 131.791361, 0.037015, 0.033272, 0.033608
36569, 36569, 19673, 5, 4, 4, 26.955130, 0.007598, 0.006529, 0.006486
36570, 36570, 19673, 5, 5, 4, 37.133295, 0.010577, 0.009524, 0.009402
36571, 36571, 19673, 5, 5, 5, 40.167093, 0.011427, 0.010403, 0.010462
36572, 36572, 19673, 5, 6, 4, 1967.300000, 0.533594, 0.614065, 0.442968
36573, 36573, 19673, 5, 5, 3, 1967.300000, 0.507812, 0.595315, 0.390625
36574, 36574, 19673, 5, 6, 5, 1967.300000, 0.571875, 0.619533, 0.529687
36575, 36575, 19673, 5, 5, 6, 1967.350000, 0.584375, 0.564065, 0.600000
36576, 36576, 19674, 5, 4, 4, 35.783875, 0.010060, 0.008981, 0.009037
36577, 36577, 19674, 5, 4, 5, 103.853053, 0.028804, 0.025751, 0.026879
36578, 36578, 19674, 5, 5, 5, 43.743227, 0.012367, 0.011219, 0.011117
36579, 36579, 19674, 5, 5, 4, 25.892044, 0.007218, 0.006580, 0.006477
36580, 36580, 19674, 5, 5, 3, 1967.400000, 0.535937, 0.521875, 0.395310
36581, 36581, 19675, 5, 4, 4, 32.263738, 0.009019, 0.008020, 0.008122
36582, 36582, 19675, 5, 4, 5, 420.836389, 0.117891, 0.106556, 0.106944
36583, 36583, 19675, 5, 5, 5, 72.976500, 0.020460, 0.018547, 0.018545
36584, 36584, 19675, 5, 5, 4, 19.104246, 0.005356, 0.004855, 0.004794
36585, 36585, 19676, 5, 4, 4, 9.887939, 0.002764, 0.002489, 0.002481
36586, 36586, 19677, 5, 4, 4, 9.888442, 0.002764, 0.002489, 0.002497
36587, 36587, 19678, 5, 4, 4, 14.157932, 0.003968, 0.003586, 0.003518
36588, 36588, 19678, 5, 4, 5, 75.803552, 0.021307, 0.019142, 0.019378
36589, 36589, 19678, 5, 5, 5, 131.824855, 0.036942, 0.033523, 0.033601
36590, 36590, 19678, 5, 5, 4, 123.510286, 0.034533, 0.032159, 0.029238
36591, 36591, 19679, 5, 5, 4, 11.855553, 0.003313, 0.003031, 0.002965
36592, 36592, 19679, 5, 4, 4, 141.354866, 0.039619, 0.035777, 0.035112
36593, 36593, 19679, 5, 4, 5, 420.911944, 0.118377, 0.106424, 0.108171
36594, 36594, 19679, 5, 5, 5, 180.580778, 0.049770, 0.046584, 0.045913
36595, 36595, 19680, 5, 5, 4, 11.785156, 0.003303, 0.003088, 0.002985
36596, 36596, 19680, 5, 4, 4, 123.522838, 0.034612, 0.031278, 0.031275
36597, 36597, 19680, 5, 5, 5, 141.362049, 0.040921, 0.035943, 0.038226
36598, 36598, 19681, 5, 5, 5, 51.830340, 0.015262, 0.014283, 0.013454
36599, 36599, 19681, 5, 4, 4, 33.943894, 0.009378, 0.008488, 0.008169
36600, 36600, 19681, 5, 5, 4, 28.529996, 0.008244, 0.007835, 0.007201
36601, 36601, 19681, 6, 5, 4, 1312.083333, 0.418491, 0.336198, 0.317708
36602, 36602, 19681, 6, 5, 5, 1968.100000, 0.640625, 0.551565, 0.517188
36603, 36603, 19681, 5, 4, 5, 98.668697, 0.027021, 0.024678, 0.025950
36604, 36604, 19681, 6, 4, 4, 820.062500, 0.252800, 0.200456, 0.199674
36605, 36605, 19681, 6, 6, 5, 1968.150000, 0.615625, 0.632812, 0.579687
36606, 36606, 19681, 5, 6, 5, 1968.150000, 0.531250, 0.628125, 0.500000
36607, 36607, 19682, 5, 5, 4, 35.798425, 0.009633, 0.009169, 0.008441
36608, 36608, 19682, 5, 4, 4, 32.813441, 0.009141, 0.008202, 0.007995
36609, 36609, 19682, 6, 4, 4, 557.669167, 0.174089, 0.130911, 0.119049
36610, 36610, 19682, 5, 4, 5, 82.159852, 0.022917, 0.020742, 0.021372
36611, 36611, 19682, 4, 4, 4, 1968.200000, 0.496875, 0.450000, 0.443750
36612, 36612, 19682, 5, 5, 5, 61.570013, 0.017796, 0.016667, 0.015644
36613, 36613, 19682, 6, 5, 4, 820.102083, 0.257097, 0.226433, 0.194010
36614, 36614, 19682, 5, 6, 5, 820.100000, 0.233139, 0.259897, 0.218359
36615, 36615, 19682, 6, 5, 5, 1968.200000, 0.600000, 0.590625, 0.582815
36616, 36616, 19682, 5, 6, 4, 1312.158333, 0.360937, 0.418491, 0.322917
36617, 36617, 19682, 7, -1, 6, 1968.200000, 0.795315, -0.110950, 0.621875
36618, 36618, 19682, 6, 3, 5, 1968.200000, 0.604690, 0.384375, 0.532813
36619, 36619, 19682, 5, 4, 3, 1968.250000, 0.516406, 0.476562, 0.367968
36620, 36620, 19682, 5, 4, 6, 1968.250000, 0.518750, 0.475000, 0.639065
36621, 36621, 19682, 5, 5, 6, 1968.250000, 0.528906, 0.503906, 0.612500
36622, 36622, 19683, 5, 4, 4, 40.187510, 0.011263, 0.010080, 0.009892
36623, 36623, 19683, 5, 4, 5, 65.687357, 0.017830, 0.016254, 0.017271
36624, 36624, 19683, 4, 4, 4, 420.997500, 0.104312, 0.099694, 0.101860
36625, 36625, 19683, 6, 5, 5, 1968.325000, 0.610940, 0.546876, 0.551562
36626, 36626, 19683, 6, 7, 5, 1968.300000, 0.687500, 0.753125, 0.543750
36627, 36627, 19683, 6, 7, 4, 1968.300000, 0.639065, 0.776565, 0.475000
36628, 36628, 19683, 5, 6, 3, 1968.300000, 0.543750, 0.693750, 0.360935
36629, 36629, 19683, 4, 6, 4, 1968.300000, 0.490625, 0.607815, 0.400000
36630, 36630, 19683, 4, 5, 4, 1968.300000, 0.478125, 0.503125, 0.471875
36631, 36631, 19683, 5, 5, 4, 28.532895, 0.008018, 0.007407, 0.007180
36632, 36632, 19683, 6, 5, 4, 557.698333, 0.170833, 0.148867, 0.129661
36633, 36633, 19683, 6, 4, 4, 1312.200000, 0.403647, 0.329687, 0.324740
36634, 36634, 19683, 5, 3, 5, 1968.325000, 0.575783, 0.385155, 0.554689
36635, 36635, 19683, 6, 4, 5, 1968.300000, 0.603125, 0.415625, 0.501563
36636, 36636, 19683, 5, 5, 5, 89.665472, 0.025766, 0.023692, 0.023213
36637, 36637, 19683, 6, 6, 3, 1968.350000, 0.631250, 0.660940, 0.382810
36638, 36638, 19683, 6, 6, 4, 1968.350000, 0.615625, 0.670315, 0.464062
36639, 36639, 19684, 5, 5, 5, 82.168200, 0.021970, 0.022150, 0.021942
36640, 36640, 19684, 5, 5, 4, 36.465528, 0.010247, 0.009406, 0.009089
36641, 36641, 19684, 6, 5, 4, 1968.400000, 0.609375, 0.531250, 0.449218
36642, 36642, 19684, 5, 4, 4, 34.545040, 0.009622, 0.008746, 0.008634
36643, 36643, 19684, 5, 4, 5, 73.009881, 0.019825, 0.017106, 0.019942
36644, 36644, 19684, 6, 5, 5, 820.183333, 0.259570, 0.239388, 0.216016
36645, 36645, 19684, 6, 6, 4, 1968.400000, 0.642190, 0.675000, 0.456250
36646, 36646, 19684, 6, 7, 4, 1968.425000, 0.609375, 0.735157, 0.460938
36647, 36647, 19684, 5, 6, 4, 1312.291667, 0.369010, 0.415365, 0.320312
36648, 36648, 19684, 4, 6, 4, 1312.291667, 0.331510, 0.412762, 0.303125
36649, 36649, 19684, 4, 5, 4, 557.725833, 0.137201, 0.151862, 0.137695
36650, 36650, 19684, 6, 4, 4, 1312.300000, 0.407032, 0.311719, 0.318229
