cell-id,cell-label,number-points,CM-0,CM-1,qty-cells-cluster-greater-equal-3,gCluster-label, _#NO_CLASS#_
1682,1682,2,0.644648,0.326639,2,-1,-1
1683,1683,1,0.337792,0.392276,1,-1,-1
1684,1684,1,0.180831,0.158489,1,-1,-1
1685,1685,1,0.13216,0.084716,1,-1,-1
1686,1686,1,0.221888,0.190765,1,-1,-1
1687,1687,1,0.832361,0.194629,1,-1,-1
1688,1688,1,0.854034,0.341061,1,-1,-1
1689,1689,1,0.422885,0.259014,1,-1,-1
1690,1690,1,0.291374,0.380382,1,-1,-1
1691,1691,1,0.309174,0.088885,2,-1,-1
1692,1692,2,0.235025,0.155952,2,-1,-1
1693,1693,1,0.729891,0.101097,1,-1,-1
1694,1694,1,0.041773,0.339476,1,-1,-1
1695,1695,1,0.25366,0.173767,1,-1,-1
1696,1696,1,0.870663,0.134831,1,-1,-1
1697,1697,1,0.204546,0.149331,1,-1,-1
1698,1698,1,0.340927,0.092502,1,-1,-1
1699,1699,1,0.742741,0.384663,1,-1,-1
1700,1700,1,0.8855,0.321407,1,-1,-1
1701,1701,1,0.0572,0.245843,2,-1,-1
1702,1702,1,0.820396,0.274256,1,-1,-1
1703,1703,1,0.834741,0.435607,1,-1,-1
1704,1704,2,0.543976,0.161653,1,-1,-1
1705,1705,1,0.666954,0.113879,1,-1,-1
1706,1706,1,0.810877,0.100276,1,-1,-1
1707,1707,1,0.28043,0.081618,1,-1,-1
1708,1708,2,0.86721,0.177347,1,-1,-1
1709,1709,1,0.143268,0.273738,1,-1,-1
1710,1710,1,0.110136,0.190906,1,-1,-1
1711,1711,1,0.561101,0.385077,1,-1,-1
1712,1712,1,0.514784,0.125446,1,-1,-1
1713,1713,1,0.438684,0.070958,1,-1,-1
1714,1714,2,0.399321,0.229665,1,-1,-1
1715,1715,2,0.238927,0.147292,1,-1,-1
1716,1716,1,0.787845,0.29438,4,-1,-1
1717,1717,2,0.529876,0.086495,1,-1,-1
1718,1718,1,0.543788,0.179428,1,-1,-1
1719,1719,1,0.602591,0.136441,1,-1,-1
1720,1720,1,0.142527,0.037385,1,-1,-1
1721,1721,1,0.20212,0.259054,1,-1,-1
1722,1722,1,0.114564,0.101519,1,-1,-1
1723,1723,1,0.237835,0.272543,1,-1,-1
1724,1724,1,0.311297,0.224217,1,-1,-1
1725,1725,1,0.152484,0.055597,1,-1,-1
1726,1726,1,0.245874,0.065923,1,-1,-1
1727,1727,1,0.492669,0.049196,1,-1,-1
1728,1728,1,0.87793,0.112575,2,-1,-1
1729,1729,1,0.861922,0.354152,1,-1,-1
1730,1730,2,0.42395,0.263749,1,-1,-1
1731,1731,1,0.683518,0.082835,1,-1,-1
1732,1732,1,0.076925,0.056478,1,-1,-1
1733,1733,1,0.509711,0.121243,1,-1,-1
1734,1734,1,0.29873,0.365883,1,-1,-1
1735,1735,1,0.58289,0.105695,2,-1,-1
1736,1736,1,0.514061,0.127834,1,-1,-1
1737,1737,1,0.537311,0.407249,1,-1,-1
1738,1738,1,0.308492,0.137419,2,-1,-1
1739,1739,1,0.613174,0.313486,1,-1,-1
1740,1740,1,0.833056,0.083984,1,-1,-1
1741,1741,1,0.416099,0.382113,1,-1,-1
1742,1742,1,0.564104,0.061518,1,-1,-1
1743,1743,2,0.280578,0.127581,2,-1,-1
1744,1744,2,0.767046,0.184772,2,-1,-1
1745,1745,1,0.10785,0.086995,1,-1,-1
1746,1746,1,0.407021,0.202091,1,-1,-1
1747,1747,1,0.528187,0.286219,1,-1,-1
1748,1748,1,0.432457,0.164435,1,-1,-1
1749,1749,2,0.867915,0.369756,1,-1,-1
1750,1750,1,0.861065,0.379911,1,-1,-1
1751,1751,1,0.83077,0.354117,1,-1,-1
1752,1752,1,0.431369,0.245089,1,-1,-1
1753,1753,1,0.277874,0.102297,1,-1,-1
1754,1754,2,0.312498,0.17514,1,-1,-1
1755,1755,1,0.463982,0.100482,2,-1,-1
1756,1756,1,0.266997,0.410535,1,-1,-1
1757,1757,1,0.23143,0.314891,2,-1,-1
1758,1758,2,0.180906,0.359103,1,-1,-1
1759,1759,1,0.523387,0.193938,1,-1,-1
1760,1760,1,0.283597,0.12197,1,-1,-1
1761,1761,1,0.091292,0.203403,1,-1,-1
1762,1762,1,0.19199,0.373131,1,-1,-1
1763,1763,1,0.397832,0.195768,1,-1,-1
1764,1764,1,0.227567,0.214581,1,-1,-1
1765,1765,1,0.422966,0.10481,1,-1,-1
1766,1766,1,0.841053,0.327105,1,-1,-1
1767,1767,1,0.063719,0.287123,2,-1,-1
1768,1768,1,0.544019,0.134728,1,-1,-1
1769,1769,2,0.875675,0.150248,1,-1,-1
1770,1770,1,0.313155,0.117696,1,-1,-1
1771,1771,1,0.169077,0.406591,1,-1,-1
1772,1772,1,0.240193,0.189514,1,-1,-1
1773,1773,1,0.524225,0.402578,1,-1,-1
1774,1774,1,0.898061,0.112524,1,-1,-1
1775,1775,1,0.297208,0.314875,2,-1,-1
1776,1776,1,0.100696,0.065251,1,-1,-1
1777,1777,1,0.554094,0.245626,1,-1,-1
1778,1778,1,0.368979,0.400262,1,-1,-1
1779,1779,3,0.379577,0.361717,1,-1,-1
1780,1780,3,0.209811,0.315708,1,-1,-1
1781,1781,2,0.309185,0.252621,1,-1,-1
1782,1782,1,0.047942,0.415262,1,-1,-1
1783,1783,1,0.098834,0.065602,1,-1,-1
1784,1784,1,0.763845,0.07381,1,-1,-1
1785,1785,1,0.848375,0.149155,2,-1,-1
1786,1786,2,0.788771,0.255198,2,-1,-1
1787,1787,1,0.618458,0.313021,1,-1,-1
1788,1788,1,0.223433,0.22461,1,-1,-1
1789,1789,1,0.297165,0.19103,1,-1,-1
1790,1790,1,0.435454,0.171952,2,-1,-1
1791,1791,1,0.623171,0.074283,1,-1,-1
1792,1792,1,0.102446,0.069188,1,-1,-1
1793,1793,1,0.101305,0.105198,1,-1,-1
1794,1794,3,0.190415,0.166807,1,-1,-1
1795,1795,1,0.126446,0.240807,1,-1,-1
1796,1796,1,0.207848,0.096756,1,-1,-1
1797,1797,1,0.092641,0.267236,1,-1,-1
1798,1798,1,0.807749,0.281129,2,-1,-1
1799,1799,1,0.822235,0.231885,1,-1,-1
1800,1800,1,0.199391,0.29595,1,-1,-1
1801,1801,1,0.775195,0.108155,1,-1,-1
1802,1802,1,0.760123,0.063519,1,-1,-1
1803,1803,1,0.760332,0.414634,1,-1,-1
1804,1804,1,0.740163,0.067863,2,-1,-1
1805,1805,1,0.232743,0.191163,1,-1,-1
1806,1806,1,0.708053,0.375848,2,-1,-1
1807,1807,1,0.296976,0.156067,4,-1,-1
1808,1808,1,0.680393,0.409142,1,-1,-1
1809,1809,1,0.705805,0.174751,1,-1,-1
1810,1810,2,0.450115,0.043743,1,-1,-1
1811,1811,1,0.845829,0.233588,1,-1,-1
1812,1812,1,0.193149,0.171719,1,-1,-1
1813,1813,1,0.314347,0.306653,1,-1,-1
1814,1814,2,0.849784,0.287986,1,-1,-1
1815,1815,1,0.598797,0.185856,1,-1,-1
1816,1816,1,0.549145,0.06226,1,-1,-1
1817,1817,1,0.856206,0.058716,1,-1,-1
1818,1818,1,0.305805,0.104706,1,-1,-1
1819,1819,1,0.289201,0.273752,2,-1,-1
1820,1820,1,0.618585,0.185026,2,-1,-1
1821,1821,1,0.764083,0.199131,1,-1,-1
1822,1822,1,0.543307,0.077558,1,-1,-1
1823,1823,1,0.719109,0.081811,1,-1,-1
1824,1824,1,0.14474,0.114679,1,-1,-1
1825,1825,1,0.730682,0.059248,1,-1,-1
1826,1826,1,0.051093,0.098585,1,-1,-1
1827,1827,1,0.831224,0.185911,1,-1,-1
1828,1828,1,0.395327,0.202915,1,-1,-1
1829,1829,2,0.540179,0.123623,1,-1,-1
1830,1830,2,0.263758,0.111803,2,-1,-1
1831,1831,1,0.596455,0.282204,1,-1,-1
1832,1832,1,0.891556,0.365286,1,-1,-1
1833,1833,1,0.808626,0.309788,1,-1,-1
1834,1834,1,0.715003,0.205628,1,-1,-1
1835,1835,1,0.302879,0.314016,1,-1,-1
1836,1836,1,0.575685,0.049283,1,-1,-1
1837,1837,1,0.077198,0.362324,1,-1,-1
1838,1838,1,0.795893,0.116329,1,-1,-1
1839,1839,2,0.438625,0.230157,1,-1,-1
1840,1840,2,0.446426,0.403988,1,-1,-1
1841,1841,2,0.116181,0.241391,1,-1,-1
1842,1842,1,0.54562,0.199869,2,-1,-1
1843,1843,1,0.748853,0.066495,1,-1,-1
1844,1844,1,0.540096,0.441494,1,-1,-1
1845,1845,1,0.372442,0.356693,1,-1,-1
1846,1846,1,0.754075,0.218238,1,-1,-1
1847,1847,1,0.810195,0.311851,1,-1,-1
1848,1848,2,0.441421,0.385528,1,-1,-1
1849,1849,3,0.457811,0.073135,1,-1,-1
1850,1850,1,0.79738,0.145032,2,-1,-1
1851,1851,1,0.796982,0.090744,1,-1,-1
1852,1852,2,0.820154,0.081323,1,-1,-1
1853,1853,1,0.881797,0.140334,2,-1,-1
1854,1854,2,0.124211,0.189811,3,-1,-1
1855,1855,1,0.786641,0.293572,4,-1,-1
1856,1856,1,0.533236,0.391965,1,-1,-1
1857,1857,1,0.782107,0.098351,1,-1,-1
1858,1858,1,0.614407,0.37593,1,-1,-1
1859,1859,2,0.18401,0.284589,1,-1,-1
1860,1860,1,0.111458,0.310684,1,-1,-1
1861,1861,1,0.245701,0.073053,1,-1,-1
1862,1862,1,0.792904,0.310109,1,-1,-1
1863,1863,1,0.629799,0.403113,2,-1,-1
1864,1864,1,0.56742,0.257136,1,-1,-1
1865,1865,2,0.444526,0.421421,2,-1,-1
1866,1866,1,0.215909,0.102042,4,-1,-1
1867,1867,1,0.717259,0.410053,1,-1,-1
1868,1868,2,0.689835,0.107505,1,-1,-1
1869,1869,2,0.189913,0.389768,1,-1,-1
1870,1870,1,0.433708,0.193813,1,-1,-1
1871,1871,1,0.865187,0.364353,1,-1,-1
1872,1872,1,0.084244,0.082546,1,-1,-1
1873,1873,1,0.587572,0.292224,1,-1,-1
1874,1874,1,0.284673,0.118059,1,-1,-1
1875,1875,1,0.228899,0.189073,1,-1,-1
1876,1876,1,0.588024,0.165685,1,-1,-1
1877,1877,1,0.498781,0.392773,1,-1,-1
1878,1878,1,0.536543,0.199206,1,-1,-1
1879,1879,1,0.818719,0.146823,1,-1,-1
1880,1880,1,0.04866,0.342021,1,-1,-1
1881,1881,1,0.240099,0.082922,1,-1,-1
1882,1882,1,0.745118,0.075494,1,-1,-1
1883,1883,1,0.546417,0.301339,1,-1,-1
1884,1884,1,0.631617,0.055537,2,-1,-1
1885,1885,1,0.603284,0.369457,1,-1,-1
1886,1886,1,0.74866,0.387379,1,-1,-1
1887,1887,1,0.298573,0.142984,1,-1,-1
1888,1888,1,0.436027,0.153589,1,-1,-1
1889,1889,1,0.788837,0.030134,1,-1,-1
1890,1890,3,0.464254,0.449554,1,-1,-1
1891,1891,1,0.782059,0.109615,1,-1,-1
1892,1892,2,0.466775,0.08505,1,-1,-1
1893,1893,1,0.830233,0.303637,1,-1,-1
1894,1894,1,0.394856,0.063077,1,-1,-1
1895,1895,1,0.645425,0.204757,1,-1,-1
1896,1896,3,0.292354,0.390012,2,-1,-1
1897,1897,2,0.251754,0.086904,1,-1,-1
1898,1898,1,0.192743,0.205051,1,-1,-1
1899,1899,1,0.816966,0.170585,2,-1,-1
1900,1900,1,0.654465,0.288454,3,-1,-1
1901,1901,1,0.750339,0.100717,1,-1,-1
1902,1902,1,0.404524,0.25801,1,-1,-1
1903,1903,1,0.548313,0.154109,1,-1,-1
1904,1904,1,0.329109,0.245657,1,-1,-1
1905,1905,2,0.847574,0.087393,1,-1,-1
1906,1906,1,0.418062,0.232046,2,-1,-1
1907,1907,1,0.744815,0.092519,1,-1,-1
1908,1908,1,0.176804,0.25088,1,-1,-1
1909,1909,1,0.437826,0.368989,1,-1,-1
1910,1910,1,0.510954,0.162142,2,-1,-1
1911,1911,2,0.220478,0.312919,1,-1,-1
1912,1912,1,0.836121,0.151858,1,-1,-1
1913,1913,1,0.557939,0.084145,1,-1,-1
1914,1914,1,0.261482,0.363741,1,-1,-1
1915,1915,1,0.848682,0.475299,1,-1,-1
1916,1916,1,0.886666,0.161879,1,-1,-1
1917,1917,1,0.886577,0.214832,1,-1,-1
1918,1918,1,0.845222,0.411804,2,-1,-1
1919,1919,1,0.097502,0.303366,1,-1,-1
1920,1920,1,0.339914,0.310085,1,-1,-1
1921,1921,1,0.304118,0.380391,1,-1,-1
1922,1922,2,0.284314,0.052113,2,-1,-1
1923,1923,1,0.825505,0.05457,2,-1,-1
1924,1924,1,0.086634,0.409538,1,-1,-1
1925,1925,2,0.444274,0.344568,2,-1,-1
1926,1926,2,0.038209,0.072454,1,-1,-1
1927,1927,1,0.844697,0.153566,1,-1,-1
1928,1928,1,0.107805,0.207645,1,-1,-1
1929,1929,1,0.64373,0.30526,1,-1,-1
1930,1930,1,0.816955,0.156246,1,-1,-1
1931,1931,1,0.18735,0.101147,1,-1,-1
1932,1932,1,0.320377,0.190818,1,-1,-1
1933,1933,1,0.160602,0.419404,1,-1,-1
1934,1934,2,0.344542,0.186942,1,-1,-1
1935,1935,2,0.894934,0.287603,3,-1,-1
1936,1936,1,0.64078,0.165407,2,-1,-1
1937,1937,1,0.745775,0.088987,1,-1,-1
1938,1938,1,0.076442,0.053224,1,-1,-1
1939,1939,2,0.262364,0.098627,3,-1,-1
1940,1940,2,0.412721,0.30786,1,-1,-1
1941,1941,1,0.110764,0.297551,1,-1,-1
1942,1942,1,0.84131,0.262379,1,-1,-1
1943,1943,1,0.555343,0.420714,1,-1,-1
1944,1944,2,0.113566,0.089132,1,-1,-1
1945,1945,1,0.765982,0.248819,1,-1,-1
1946,1946,1,0.360558,0.414161,1,-1,-1
1947,1947,1,0.400225,0.060778,1,-1,-1
1948,1948,1,0.876318,0.377423,1,-1,-1
1949,1949,1,0.268364,0.416562,1,-1,-1
1950,1950,2,0.432398,0.18449,1,-1,-1
1951,1951,1,0.335026,0.321011,1,-1,-1
1952,1952,1,0.426896,0.205858,1,-1,-1
1953,1953,3,0.273016,0.052562,2,-1,-1
1954,1954,1,0.883971,0.125759,1,-1,-1
1955,1955,1,0.411212,0.054759,3,-1,-1
1956,1956,3,0.314983,0.383609,2,-1,-1
1957,1957,2,0.620826,0.108339,1,-1,-1
1958,1958,1,0.443909,0.220043,1,-1,-1
1959,1959,1,0.295363,0.383189,1,-1,-1
1960,1960,1,0.397097,0.16088,1,-1,-1
1961,1961,1,0.802201,0.259401,1,-1,-1
1962,1962,2,0.221641,0.307276,1,-1,-1
1963,1963,1,0.382816,0.175054,1,-1,-1
1964,1964,1,0.294585,0.269759,1,-1,-1
1965,1965,1,0.410473,0.08093,2,-1,-1
1966,1966,1,0.718022,0.205709,1,-1,-1
1967,1967,1,0.906736,0.342163,1,-1,-1
1968,1968,1,0.087003,0.313583,1,-1,-1
1969,1969,1,0.544756,0.40449,1,-1,-1
1970,1970,1,0.21824,0.19289,1,-1,-1
1971,1971,1,0.534433,0.087382,1,-1,-1
1972,1972,2,0.410236,0.156239,2,-1,-1
1973,1973,1,0.156219,0.098046,1,-1,-1
1974,1974,1,0.669706,0.422573,1,-1,-1
1975,1975,1,0.337933,0.195085,1,-1,-1
1976,1976,1,0.872543,0.286307,2,-1,-1
1977,1977,2,0.433493,0.201025,1,-1,-1
1978,1978,2,0.406196,0.19543,1,-1,-1
1979,1979,1,0.839184,0.347992,2,-1,-1
1980,1980,1,0.899417,0.360634,1,-1,-1
1981,1981,1,0.629369,0.155516,1,-1,-1
1982,1982,1,0.950387,0.411813,1,-1,-1
1983,1983,1,0.427455,0.321756,1,-1,-1
1984,1984,1,0.50038,0.084693,1,-1,-1
1985,1985,1,0.748323,0.384184,1,-1,-1
1986,1986,1,0.546628,0.321701,1,-1,-1
1987,1987,1,0.108864,0.169599,1,-1,-1
1988,1988,2,0.498462,0.193014,2,-1,-1
1989,1989,1,0.772535,0.257821,1,-1,-1
1990,1990,1,0.501034,0.104264,1,-1,-1
1991,1991,1,0.13753,0.329832,1,-1,-1
1992,1992,1,0.413101,0.300759,1,-1,-1
1993,1993,2,0.856591,0.217834,1,-1,-1
1994,1994,1,0.457305,0.437083,1,-1,-1
1995,1995,1,0.708203,0.251244,1,-1,-1
1996,1996,3,0.297858,0.223768,1,-1,-1
1997,1997,1,0.415465,0.313401,1,-1,-1
1998,1998,1,0.80234,0.372928,1,-1,-1
1999,1999,1,0.853061,0.160947,1,-1,-1
2000,2000,1,0.650345,0.399356,1,-1,-1
2001,2001,2,0.42065,0.389536,2,-1,-1
2002,2002,1,0.511395,0.233235,1,-1,-1
2003,2003,1,0.656358,0.270796,1,-1,-1
2004,2004,1,0.843853,0.178169,1,-1,-1
2005,2005,2,0.729542,0.287298,1,-1,-1
2006,2006,1,0.188319,0.057339,1,-1,-1
2007,2007,1,0.296919,0.10184,1,-1,-1
2008,2008,1,0.445481,0.338438,1,-1,-1
2009,2009,1,0.328187,0.28072,1,-1,-1
2010,2010,2,0.215407,0.104169,4,-1,-1
2011,2011,1,0.912129,0.251607,1,-1,-1
2012,2012,1,0.678147,0.085286,1,-1,-1
2013,2013,1,0.515984,0.112711,1,-1,-1
2014,2014,1,0.808541,0.188982,1,-1,-1
2015,2015,1,0.20862,0.344425,2,-1,-1
2016,2016,1,0.831578,0.122198,1,-1,-1
2017,2017,1,0.115222,0.476591,1,-1,-1
2018,2018,1,0.832367,0.247427,1,-1,-1
2019,2019,1,0.141212,0.188519,1,-1,-1
2020,2020,2,0.572876,0.378697,1,-1,-1
2021,2021,1,0.32522,0.163663,1,-1,-1
2022,2022,1,0.512042,0.055203,1,-1,-1
2023,2023,1,0.10445,0.185879,2,-1,-1
2024,2024,1,0.953265,0.101126,1,-1,-1
2025,2025,1,0.829789,0.182789,1,-1,-1
2026,2026,2,0.661593,0.410721,1,-1,-1
2027,2027,2,0.087228,0.215558,2,-1,-1
2028,2028,1,0.278716,0.085431,1,-1,-1
2029,2029,1,0.178083,0.277724,1,-1,-1
2030,2030,2,0.30628,0.073236,1,-1,-1
2031,2031,2,0.591116,0.401301,1,-1,-1
2032,2032,1,0.825703,0.320081,2,-1,-1
2033,2033,1,0.132792,0.097158,1,-1,-1
2034,2034,1,0.301982,0.373626,1,-1,-1
2035,2035,2,0.861431,0.278405,1,-1,-1
2036,2036,1,0.261054,0.385944,1,-1,-1
2037,2037,1,0.641165,0.270201,1,-1,-1
2038,2038,1,0.582581,0.40193,1,-1,-1
2039,2039,3,0.615519,0.321084,2,-1,-1
2040,2040,1,0.50969,0.158748,1,-1,-1
2041,2041,1,0.426831,0.218522,1,-1,-1
2042,2042,1,0.762704,0.067788,1,-1,-1
2043,2043,1,0.558326,0.185827,1,-1,-1
2044,2044,1,0.31554,0.102026,1,-1,-1
2045,2045,1,0.423615,0.208543,1,-1,-1
2046,2046,1,0.185556,0.186545,1,-1,-1
2047,2047,1,0.72099,0.433837,1,-1,-1
2048,2048,2,0.241122,0.089502,1,-1,-1
2049,2049,1,0.318882,0.266075,1,-1,-1
2050,2050,2,0.435486,0.149347,1,-1,-1
2051,2051,1,0.795137,0.267957,1,-1,-1
2052,2052,1,0.628527,0.378537,1,-1,-1
2053,2053,1,0.337414,0.182029,1,-1,-1
2054,2054,1,0.542458,0.16351,1,-1,-1
2055,2055,1,0.078201,0.272286,1,-1,-1
2056,2056,2,0.271796,0.070862,3,-1,-1
2057,2057,1,0.850974,0.075562,1,-1,-1
2058,2058,1,0.858548,0.32728,1,-1,-1
2059,2059,1,0.766284,0.416772,1,-1,-1
2060,2060,1,0.181928,0.098871,1,-1,-1
2061,2061,1,0.41173,0.080463,2,-1,-1
2062,2062,1,0.125006,0.462003,1,-1,-1
2063,2063,1,0.858864,0.243267,1,-1,-1
2064,2064,1,0.658728,0.323682,1,-1,-1
2065,2065,1,0.362633,0.133179,1,-1,-1
2066,2066,1,0.873128,0.369107,1,-1,-1
2067,2067,1,0.897374,0.134075,1,-1,-1
2068,2068,1,0.861926,0.110645,1,-1,-1
2069,2069,2,0.540867,0.049411,1,-1,-1
2070,2070,1,0.229973,0.20411,1,-1,-1
2071,2071,1,0.854334,0.328125,1,-1,-1
2072,2072,3,0.76427,0.095765,3,-1,-1
2073,2073,1,0.810367,0.076024,1,-1,-1
2074,2074,1,0.420409,0.087984,1,-1,-1
2075,2075,1,0.521144,0.388781,2,-1,-1
2076,2076,1,0.288006,0.295102,1,-1,-1
2077,2077,1,0.075641,0.162093,1,-1,-1
2078,2078,1,0.149291,0.429168,1,-1,-1
2079,2079,1,0.433476,0.073358,1,-1,-1
2080,2080,1,0.414032,0.368262,1,-1,-1
2081,2081,1,0.717297,0.392308,1,-1,-1
2082,2082,1,0.826516,0.176703,1,-1,-1
2083,2083,2,0.53619,0.127811,1,-1,-1
2084,2084,1,0.765387,0.280561,1,-1,-1
2085,2085,1,0.176088,0.297709,1,-1,-1
2086,2086,1,0.693446,0.422476,2,-1,-1
2087,2087,1,0.484776,0.060391,1,-1,-1
2088,2088,1,0.819668,0.104898,1,-1,-1
2089,2089,1,0.803958,0.051695,1,-1,-1
2090,2090,1,0.626334,0.302861,1,-1,-1
2091,2091,1,0.366107,0.4082,2,-1,-1
2092,2092,1,0.523943,0.228353,1,-1,-1
2093,2093,2,0.84578,0.333213,1,-1,-1
2094,2094,1,0.517572,0.413724,1,-1,-1
2095,2095,1,0.832867,0.279099,1,-1,-1
2096,2096,1,0.424468,0.356813,1,-1,-1
2097,2097,2,0.181339,0.389847,1,-1,-1
2098,2098,1,0.09122,0.241222,1,-1,-1
2099,2099,1,0.301538,0.400089,1,-1,-1
2100,2100,1,0.189251,0.298978,1,-1,-1
2101,2101,1,0.562521,0.290947,2,-1,-1
2102,2102,1,0.349139,0.412259,1,-1,-1
2103,2103,1,0.601856,0.261307,2,-1,-1
2104,2104,1,0.563875,0.046241,2,-1,-1
2105,2105,2,0.073018,0.098058,1,-1,-1
2106,2106,2,0.690334,0.381373,1,-1,-1
2107,2107,2,0.846911,0.212088,2,-1,-1
2108,2108,2,0.638719,0.090409,2,-1,-1
2109,2109,1,0.168345,0.106407,1,-1,-1
2110,2110,1,0.941815,0.239899,1,-1,-1
2111,2111,1,0.113986,0.278677,1,-1,-1
2112,2112,1,0.119578,0.153327,1,-1,-1
2113,2113,1,0.632486,0.186034,1,-1,-1
2114,2114,1,0.447054,0.189537,1,-1,-1
2115,2115,1,0.866302,0.335321,1,-1,-1
2116,2116,1,0.861406,0.268339,1,-1,-1
2117,2117,1,0.384436,0.165412,1,-1,-1
2118,2118,1,0.104366,0.074016,1,-1,-1
2119,2119,1,0.11362,0.094888,2,-1,-1
2120,2120,1,0.283722,0.318158,3,-1,-1
2121,2121,1,0.248955,0.263581,1,-1,-1
2122,2122,1,0.522711,0.422038,1,-1,-1
2123,2123,2,0.203974,0.400895,2,-1,-1
2124,2124,1,0.240562,0.098024,2,-1,-1
2125,2125,1,0.215537,0.186497,1,-1,-1
2126,2126,1,0.418957,0.269283,2,-1,-1
2127,2127,1,0.282347,0.208898,1,-1,-1
2128,2128,1,0.824855,0.199502,1,-1,-1
2129,2129,1,0.358751,0.235486,1,-1,-1
2130,2130,1,0.546863,0.271163,1,-1,-1
2131,2131,1,0.360462,0.37549,1,-1,-1
2132,2132,1,0.59699,0.191863,1,-1,-1
2133,2133,1,0.446454,0.249002,1,-1,-1
2134,2134,2,0.616011,0.203738,1,-1,-1
2135,2135,1,0.781409,0.145219,1,-1,-1
2136,2136,2,0.59947,0.143504,1,-1,-1
2137,2137,1,0.579997,0.078246,1,-1,-1
2138,2138,1,0.298581,0.288358,2,-1,-1
2139,2139,1,0.092835,0.114206,1,-1,-1
2140,2140,1,0.443375,0.350946,1,-1,-1
2141,2141,1,0.659027,0.396168,1,-1,-1
2142,2142,1,0.55927,0.092161,1,-1,-1
2143,2143,1,0.235588,0.075347,1,-1,-1
2144,2144,1,0.122532,0.187249,1,-1,-1
2145,2145,3,0.755694,0.06685,1,-1,-1
2146,2146,2,0.858554,0.123862,1,-1,-1
2147,2147,2,0.870098,0.144291,2,-1,-1
2148,2148,1,0.340037,0.386807,1,-1,-1
2149,2149,1,0.528377,0.19507,1,-1,-1
2150,2150,1,0.834169,0.340645,1,-1,-1
2151,2151,1,0.098081,0.295673,1,-1,-1
2152,2152,1,0.740602,0.400783,1,-1,-1
2153,2153,2,0.401804,0.387563,1,-1,-1
2154,2154,1,0.583403,0.422768,1,-1,-1
2155,2155,1,0.190725,0.276922,2,-1,-1
2156,2156,1,0.872395,0.317647,1,-1,-1
2157,2157,1,0.682337,0.363134,1,-1,-1
2158,2158,1,0.184228,0.252658,1,-1,-1
2159,2159,2,0.844975,0.210343,2,-1,-1
2160,2160,1,0.100837,0.188898,1,-1,-1
2161,2161,1,0.545681,0.208089,1,-1,-1
2162,2162,1,0.21519,0.148447,1,-1,-1
2163,2163,1,0.140173,0.084618,1,-1,-1
2164,2164,1,0.638621,0.241695,1,-1,-1
2165,2165,1,0.692631,0.24608,1,-1,-1
2166,2166,1,0.186208,0.242161,1,-1,-1
2167,2167,2,0.25325,0.105081,1,-1,-1
2168,2168,1,0.264588,0.161589,1,-1,-1
2169,2169,1,0.651077,0.401669,1,-1,-1
2170,2170,1,0.658016,0.235711,1,-1,-1
2171,2171,1,0.642275,0.18138,1,-1,-1
2172,2172,1,0.817014,0.168078,1,-1,-1
2173,2173,1,0.333334,0.254613,1,-1,-1
2174,2174,1,0.444387,0.203005,1,-1,-1
2175,2175,3,0.604284,0.366647,1,-1,-1
2176,2176,1,0.756545,0.088267,1,-1,-1
2177,2177,1,0.110244,0.071335,1,-1,-1
2178,2178,1,0.530911,0.418486,1,-1,-1
2179,2179,1,0.632109,0.26792,1,-1,-1
2180,2180,1,0.395784,0.240978,1,-1,-1
2181,2181,1,0.109639,0.136757,1,-1,-1
2182,2182,1,0.580174,0.213677,1,-1,-1
2183,2183,1,0.156767,0.061628,1,-1,-1
2184,2184,1,0.046875,0.155853,1,-1,-1
2185,2185,2,0.621919,0.252668,2,-1,-1
2186,2186,1,0.893142,0.145717,2,-1,-1
2187,2187,1,0.584995,0.39873,1,-1,-1
2188,2188,1,0.344506,0.26322,1,-1,-1
2189,2189,1,0.426201,0.384126,1,-1,-1
2190,2190,1,0.542819,0.414013,1,-1,-1
2191,2191,1,0.425791,0.266403,1,-1,-1
2192,2192,1,0.578081,0.06508,1,-1,-1
2193,2193,1,0.282246,0.281768,1,-1,-1
2194,2194,1,0.170128,0.067257,1,-1,-1
2195,2195,1,0.312064,0.238687,2,-1,-1
2196,2196,1,0.757987,0.40116,1,-1,-1
2197,2197,2,0.20151,0.377552,2,-1,-1
2198,2198,1,0.178141,0.084489,1,-1,-1
2199,2199,1,0.187161,0.223029,1,-1,-1
2200,2200,2,0.220988,0.158998,1,-1,-1
2201,2201,1,0.121692,0.072704,1,-1,-1
2202,2202,2,0.435099,0.169767,2,-1,-1
2203,2203,2,0.553209,0.301055,1,-1,-1
2204,2204,2,0.072335,0.295198,1,-1,-1
2205,2205,1,0.952415,0.124045,1,-1,-1
2206,2206,3,0.798792,0.078326,4,-1,-1
2207,2207,2,0.564478,0.371837,2,-1,-1
2208,2208,1,0.341241,0.063112,1,-1,-1
2209,2209,1,0.63573,0.402198,1,-1,-1
2210,2210,1,0.409471,0.085566,1,-1,-1
2211,2211,1,0.779641,0.280224,1,-1,-1
2212,2212,1,0.585613,0.36545,1,-1,-1
2213,2213,2,0.828089,0.129791,1,-1,-1
2214,2214,1,0.64199,0.254034,1,-1,-1
2215,2215,2,0.184474,0.314939,2,-1,-1
2216,2216,1,0.428141,0.213481,1,-1,-1
2217,2217,1,0.738003,0.395685,1,-1,-1
